ref_techant;ref_obj;technique;ouvrage;champ;libelle_1;libelle_2;unite;frequence;type
11366;43879;CAD DISTR C;235557447 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
20203;43869;CAD DISTR C;235557447 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
5108;43930;CAD DISTR C;235557447 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
20204;43873;CAD DISTR C;235557447 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
20199;43863;CAD DISTR C;235557447 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
20201;43865;CAD DISTR C;235557447 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
4680;29714;CAD DISTR C;235557447 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
4682;29714;CAD DISTR C;235557447 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
4681;29714;CAD DISTR C;235557447 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
32954;29714;CAD DISTR C;235557447 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
20205;43876;CAD DISTR C;235557447 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
428;43876;CAD DISTR C;235557447 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
429;43876;CAD DISTR C;235557447 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
11369;43879;CAD DISTR C;235557447 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
11368;43879;CAD DISTR C;235557447 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
20202;43866;CAD DISTR C;235557447 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
430;43876;CAD DISTR C;235557447 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
11367;43879;CAD DISTR C;235557447 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
2751;29221;CAD DISTR C;190199608 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
32209;41733;CAD DISTR C;190199608 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
32208;41733;CAD DISTR C;190199608 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
32207;41733;CAD DISTR C;190199608 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
156;43103;CAD DISTR C;190199608 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
157;43103;CAD DISTR C;190199608 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
29586;26759;CAD DISTR C;190199608 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
19326;43096;CAD DISTR C;190199608 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
19324;43092;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
158;43103;CAD DISTR C;190199608 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
19328;43103;CAD DISTR C;190199608 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
19327;43100;CAD DISTR C;190199608 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
19325;43093;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
19322;43090;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
6958;129077;CAD DISTR C;190199608 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
2753;29221;CAD DISTR C;190199608 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
2752;29221;CAD DISTR C;190199608 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
32516;29221;CAD DISTR C;190199608 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
19321;43088;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
11405;43106;CAD DISTR C;190199608 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
11404;43106;CAD DISTR C;190199608 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11403;43106;CAD DISTR C;190199608 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11402;43106;CAD DISTR C;190199608 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
19323;43091;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
687;43091;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
686;43091;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
685;43091;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
19318;43088;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
19317;43088;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
19319;43088;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
19320;43088;CAD DISTR C;190199608 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
19260;161941;CAD DISTR C;190193697 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
19262;161941;CAD DISTR C;190193697 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
19263;161941;CAD DISTR C;190193697 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
19232;161919;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
19240;161923;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
19241;161924;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
19231;161916;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
19270;161965;CAD DISTR C;190193697 SST;CH1_3U4 CHAUFFAGE ET ECS;DEMANDE;FOURNITURE CHALEUR;°C;1 MINUTE;Valeur moyenne
19249;161924;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
19242;161924;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
19243;161924;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
19230;161916;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
19229;161916;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
19228;161916;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
19227;161916;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
19261;161941;CAD DISTR C;190193697 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
19259;161937;CAD DISTR C;190193697 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
19254;161928;CAD DISTR C;190193697 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
19264;161942;CAD DISTR C;190193697 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
19255;161934;CAD DISTR C;190193697 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
19233;161920;CAD DISTR C;190193697 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
19256;161937;CAD DISTR C;190193697 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
19257;161937;CAD DISTR C;190193697 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
19265;161950;CAD DISTR C;190193697 SST;CH1_3U7 ECS;MESURE;TAUX CHARGE ECS;%;1 MINUTE;Valeur moyenne
2686;29212;CAD DISTR C;190193697 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
19258;161937;CAD DISTR C;190193697 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
32507;29212;CAD DISTR C;190193697 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
2688;29212;CAD DISTR C;190193697 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
2687;29212;CAD DISTR C;190193697 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
6795;128346;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
6799;128347;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
6797;128347;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
2301;29117;CAD DISTR C;1511720 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
32400;29117;CAD DISTR C;1511720 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
2302;29117;CAD DISTR C;1511720 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
2303;29117;CAD DISTR C;1511720 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
6796;128347;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
6798;128347;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
6793;128342;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
6791;128339;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
6807;128365;CAD DISTR C;1511720 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
6784;128339;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
6790;128339;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
6785;128339;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
6792;128339;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
6800;128351;CAD DISTR C;1511720 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
6801;128357;CAD DISTR C;1511720 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
11931;128364;CAD DISTR C;1511720 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
11933;128364;CAD DISTR C;1511720 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11932;128364;CAD DISTR C;1511720 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11934;128364;CAD DISTR C;1511720 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
6803;128360;CAD DISTR C;1511720 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
6805;128360;CAD DISTR C;1511720 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
6806;128360;CAD DISTR C;1511720 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
6804;128360;CAD DISTR C;1511720 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
6794;128343;CAD DISTR C;1511720 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
11438;43989;CAD DISTR C;235557437 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11436;43989;CAD DISTR C;235557437 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
20263;43975;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
11439;43989;CAD DISTR C;235557437 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11440;43989;CAD DISTR C;235557437 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
5295;123524;CAD DISTR C;235557437 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
20266;43983;CAD DISTR C;235557437 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
29924;27088;CAD DISTR C;235557437 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
5099;44040;CAD DISTR C;235557437 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
20265;43979;CAD DISTR C;235557437 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
5100;44043;CAD DISTR C;235557437 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
403;43986;CAD DISTR C;235557437 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
32206;41739;CAD DISTR C;235557437 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
32205;41739;CAD DISTR C;235557437 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
32204;41739;CAD DISTR C;235557437 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
404;43986;CAD DISTR C;235557437 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
405;43986;CAD DISTR C;235557437 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20267;43986;CAD DISTR C;235557437 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
20264;43976;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
4656;29708;CAD DISTR C;235557437 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
925;43974;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
927;43974;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20257;43971;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
20260;43971;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
20258;43971;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
20262;43974;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
20261;43973;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
926;43974;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
20259;43971;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
20256;43971;CAD DISTR C;235557437 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
4654;29708;CAD DISTR C;235557437 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
32949;29708;CAD DISTR C;235557437 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
4655;29708;CAD DISTR C;235557437 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
20320;44191;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
20319;44191;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
4651;29707;CAD DISTR C;235557436 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
32948;29707;CAD DISTR C;235557436 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
4652;29707;CAD DISTR C;235557436 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
20316;44191;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
4653;29707;CAD DISTR C;235557436 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
919;44194;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
918;44194;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
20317;44191;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
920;44194;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20318;44191;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
20338;44194;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
11619;44209;CAD DISTR C;235557436 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11616;44209;CAD DISTR C;235557436 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
11617;44209;CAD DISTR C;235557436 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11620;44209;CAD DISTR C;235557436 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
401;44206;CAD DISTR C;235557436 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20343;44206;CAD DISTR C;235557436 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
20321;44193;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
29622;41743;CAD DISTR C;235557436 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
20339;44195;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
5098;44263;CAD DISTR C;235557436 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
29620;41743;CAD DISTR C;235557436 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
29618;41743;CAD DISTR C;235557436 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5097;44260;CAD DISTR C;235557436 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
20342;44203;CAD DISTR C;235557436 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
20341;44199;CAD DISTR C;235557436 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
40;42949;CAD DISTR C;235557436 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
29922;27078;CAD DISTR C;235557436 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
20340;44196;CAD DISTR C;235557436 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
399;44206;CAD DISTR C;235557436 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
400;44206;CAD DISTR C;235557436 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
5300;123532;CAD DISTR C;235555307 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
357;44317;CAD DISTR C;235555307 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
30099;41745;CAD DISTR C;235555307 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5071;44371;CAD DISTR C;235555307 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
30098;41745;CAD DISTR C;235555307 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
30097;41745;CAD DISTR C;235555307 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
20388;44314;CAD DISTR C;235555307 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
358;44317;CAD DISTR C;235555307 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
359;44317;CAD DISTR C;235555307 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20389;44317;CAD DISTR C;235555307 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
20385;44306;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
20387;44310;CAD DISTR C;235555307 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
20386;44307;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
5072;44374;CAD DISTR C;235555307 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
20383;44304;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
4421;28855;CAD DISTR C;235555307 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
