ref_techant;ref_obj;technique;ouvrage;champ;libelle_1;libelle_2;unite;frequence;type
4420;28855;CAD DISTR C;235555307 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
4417;28855;CAD DISTR C;235555307 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
22103;28855;CAD DISTR C;235555307 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
11457;44320;CAD DISTR C;235555307 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
11455;44320;CAD DISTR C;235555307 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
20378;44302;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
20381;44302;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
20382;44302;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
11456;44320;CAD DISTR C;235555307 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11454;44320;CAD DISTR C;235555307 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
20380;44302;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
20379;44302;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
878;44305;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
29898;26931;CAD DISTR C;235555307 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
20384;44305;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
879;44305;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
877;44305;CAD DISTR C;235555307 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7664;131938;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7668;131948;CAD DISTR C;1517317 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7665;131938;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7667;131942;CAD DISTR C;1517317 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
7663;131938;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7662;131938;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
2511;29175;CAD DISTR C;1517317 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
7678;132016;CAD DISTR C;1517317 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
7677;132013;CAD DISTR C;1517317 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
12062;131955;CAD DISTR C;1517317 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
7661;131937;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
12061;131955;CAD DISTR C;1517317 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
12060;131955;CAD DISTR C;1517317 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
12059;131955;CAD DISTR C;1517317 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
2510;29175;CAD DISTR C;1517317 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
32453;29175;CAD DISTR C;1517317 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
2512;29175;CAD DISTR C;1517317 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
7660;131934;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
7673;131951;CAD DISTR C;1517317 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7676;131956;CAD DISTR C;1517317 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
7652;131930;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
7654;131930;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
7656;131933;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
7651;131930;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
7655;131930;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
7653;131930;CAD DISTR C;1517317 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
7675;131951;CAD DISTR C;1517317 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7674;131951;CAD DISTR C;1517317 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7669;131951;CAD DISTR C;1517317 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
19355;51670;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
19354;51670;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
19352;51670;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
19677;51696;CAD DISTR C;191701768 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
19356;51670;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
11614;51693;CAD DISTR C;191701768 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11615;51693;CAD DISTR C;191701768 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
11613;51693;CAD DISTR C;191701768 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11612;51693;CAD DISTR C;191701768 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
19672;51677;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
19353;51670;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
19675;51688;CAD DISTR C;191701768 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
19357;51672;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
3970;29543;CAD DISTR C;191701768 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
816;51678;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
19673;51678;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
300;51691;CAD DISTR C;191701768 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
32784;29543;CAD DISTR C;191701768 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
19358;51673;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
3969;29543;CAD DISTR C;191701768 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
817;51678;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
301;51691;CAD DISTR C;191701768 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
3971;29543;CAD DISTR C;191701768 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
818;51678;CAD DISTR C;191701768 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
19676;51691;CAD DISTR C;191701768 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
19674;51682;CAD DISTR C;191701768 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
302;51691;CAD DISTR C;191701768 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
30119;28915;CAD DISTR C;1510661 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
1368;28915;CAD DISTR C;1510661 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
1367;28915;CAD DISTR C;1510661 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
1363;28915;CAD DISTR C;1510661 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
1371;28916;CAD DISTR C;1510664 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
1369;28916;CAD DISTR C;1510664 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
30120;28916;CAD DISTR C;1510664 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
1370;28916;CAD DISTR C;1510664 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
1459;28940;CAD DISTR C;1510708 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
6983;129114;CAD DISTR C;1510708 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
6977;129111;CAD DISTR C;1510708 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
6971;129100;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
6984;129114;CAD DISTR C;1510708 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
29675;28940;CAD DISTR C;1510708 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
1456;28940;CAD DISTR C;1510708 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
1457;28940;CAD DISTR C;1510708 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
6985;129114;CAD DISTR C;1510708 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
6982;129114;CAD DISTR C;1510708 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
6988;129179;CAD DISTR C;1510708 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
11792;129118;CAD DISTR C;1510708 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11793;129118;CAD DISTR C;1510708 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
11791;129118;CAD DISTR C;1510708 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11790;129118;CAD DISTR C;1510708 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
6959;129093;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
6960;129093;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
6966;129093;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
6987;129176;CAD DISTR C;1510708 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
6986;129119;CAD DISTR C;1510708 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
6967;129093;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
6968;129093;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
6969;129096;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
6970;129097;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
6975;129101;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
6973;129101;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
6972;129101;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
6974;129101;CAD DISTR C;1510708 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
6976;129105;CAD DISTR C;1510708 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
10603;138133;CAD DISTR C;191688819 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
10602;138133;CAD DISTR C;191688819 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
10606;138138;CAD DISTR C;191688819 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
10604;138133;CAD DISTR C;191688819 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
10605;138133;CAD DISTR C;191688819 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
10592;138120;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
3964;29541;CAD DISTR C;191688819 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
10591;138119;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
10601;138130;CAD DISTR C;191688819 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
32782;29541;CAD DISTR C;191688819 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
10593;138120;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
10595;138120;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
3965;29541;CAD DISTR C;191688819 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
3963;29541;CAD DISTR C;191688819 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
10596;138120;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
10597;138124;CAD DISTR C;191688819 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
10589;138115;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
12068;138137;CAD DISTR C;191688819 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
12069;138137;CAD DISTR C;191688819 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
12070;138137;CAD DISTR C;191688819 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
12071;138137;CAD DISTR C;191688819 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
10590;138116;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
10584;138112;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
10585;138112;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
10586;138112;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
10587;138112;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
10588;138112;CAD DISTR C;191688819 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
7015;129256;CAD DISTR C;191046910 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
6990;129230;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
6993;129230;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
6992;129230;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
6991;129230;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
6989;129230;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
11816;129255;CAD DISTR C;191046910 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
11817;129255;CAD DISTR C;191046910 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11818;129255;CAD DISTR C;191046910 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11819;129255;CAD DISTR C;191046910 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
7003;129238;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7001;129238;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7002;129238;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
6999;129234;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
7014;129251;CAD DISTR C;191046910 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7009;129251;CAD DISTR C;191046910 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7007;129251;CAD DISTR C;191046910 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7008;129251;CAD DISTR C;191046910 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7006;129248;CAD DISTR C;191046910 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
6998;129233;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
7004;129238;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7016;129313;CAD DISTR C;191046910 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
7000;129237;CAD DISTR C;191046910 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
3289;29351;CAD DISTR C;191046910 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
3286;29351;CAD DISTR C;191046910 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
32624;29351;CAD DISTR C;191046910 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
7005;129242;CAD DISTR C;191046910 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
7017;129316;CAD DISTR C;191046910 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
3288;29351;CAD DISTR C;191046910 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
7024;129371;CAD DISTR C;1511181 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
7025;129374;CAD DISTR C;1511181 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
1876;29012;CAD DISTR C;1511181 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
1875;29012;CAD DISTR C;1511181 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
1857;29012;CAD DISTR C;1511181 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
32312;29012;CAD DISTR C;1511181 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
11830;129392;CAD DISTR C;1511181 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
11831;129392;CAD DISTR C;1511181 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
7033;129385;CAD DISTR C;1511181 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7034;129388;CAD DISTR C;1511181 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7036;129388;CAD DISTR C;1511181 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
11832;129392;CAD DISTR C;1511181 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
7041;129388;CAD DISTR C;1511181 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7035;129388;CAD DISTR C;1511181 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7047;129401;CAD DISTR C;1511181 SST;CH1_3U7 ECS;MESURE;TAUX CHARGE ECS;%;1 MINUTE;Valeur moyenne
7046;129393;CAD DISTR C;1511181 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
11833;129392;CAD DISTR C;1511181 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
7030;129375;CAD DISTR C;1511181 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7019;129367;CAD DISTR C;1511181 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
7018;129367;CAD DISTR C;1511181 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
7020;129367;CAD DISTR C;1511181 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
